,City,date,time,masterclass,hour
0,raipur,2020-07-28,16:46:31,Video Editing,16
1,gurgaon ,2020-07-28,16:46:31,Video Editing,16
2,bhilai,2020-07-28,16:46:31,Video Editing,16
3,pune,2020-07-28,16:46:31,Video Editing,16
4,chennai,2020-07-28,16:46:31,Video Editing,16
5,bangalore,2020-07-28,16:46:31,Video Editing,16
6,pune,2020-07-28,16:46:31,Video Editing,16
7,pune,2020-07-28,16:46:31,Video Editing,16
8,bhopal,2020-07-28,16:46:31,Video Editing,16
9,pune,2020-07-28,16:46:31,Video Editing,16
10,silchar,2020-07-28,16:46:31,Video Editing,16
11,jorhat,2020-07-28,16:46:31,Video Editing,16
12,bilasipara ,2020-07-28,16:46:31,Video Editing,16
13,ahmedabad ,2020-07-28,16:46:31,Video Editing,16
14,bangalore,2020-07-28,16:46:31,Video Editing,16
15,nashik,2020-07-28,16:46:31,Video Editing,16
16,jaipur,2020-07-28,16:46:31,Video Editing,16
17,new delhi,2020-07-28,16:46:31,Video Editing,17
18,jorhat,2020-07-28,16:46:31,Video Editing,17
19,silchar,2020-07-28,16:46:31,Video Editing,17
20,aurangabad,2020-07-28,16:46:31,Video Editing,17
21,faridabad,2020-07-28,16:46:31,Video Editing,17
22,guwahati,2020-07-28,16:46:31,Video Editing,17
23,katihar,2020-07-28,16:46:31,Video Editing,17
24,gurgaon,2020-07-28,16:46:31,Video Editing,17
25,delhi ,2020-07-28,16:46:31,Video Editing,17
26,guwahati,2020-07-28,16:46:31,Video Editing,17
27,pune,2020-07-28,16:46:31,Video Editing,17
28,delhi,2020-07-28,16:46:31,Video Editing,17
29,ghaziabad,2020-07-28,16:46:31,Video Editing,17
30,delhi,2020-07-28,16:46:31,Video Editing,17
31,delhi,2020-07-28,16:46:31,Video Editing,17
32,ajmer,2020-07-28,16:46:31,Video Editing,17
33,ajmer,2020-07-28,16:46:31,Video Editing,17
34,kochi,2020-07-28,16:46:31,Video Editing,17
35,pune,2020-07-28,16:46:31,Video Editing,17
36,lucknow,2020-07-28,16:46:31,Video Editing,17
37,mumbai,2020-07-28,16:46:31,Video Editing,17
38,bangalore,2020-07-28,16:46:31,Video Editing,17
39,jaipur,2020-07-28,16:46:31,Video Editing,17
40,visakhapatnam,2020-07-28,16:46:31,Video Editing,17
41,guwahati,2020-07-28,16:46:31,Video Editing,17
42,delhi,2020-07-28,16:46:31,Video Editing,17
43,"baripada, mayurbhanj",2020-07-28,16:46:31,Video Editing,17
44,kolar,2020-07-28,16:46:31,Video Editing,17
45,lucknow,2020-07-28,16:46:31,Video Editing,17
46,guwahati,2020-07-28,16:46:31,Video Editing,17
47,mumbai,2020-07-28,16:46:31,Video Editing,18
48,delhi,2020-07-28,16:46:31,Video Editing,18
49,janjgir,2020-07-28,16:46:31,Video Editing,18
50,nalbari,2020-07-28,16:46:31,Video Editing,18
51,nalbari,2020-07-28,16:46:31,Video Editing,18
52,nalbari,2020-07-28,16:46:31,Video Editing,18
53,pilani,2020-07-28,16:46:31,Video Editing,18
54,visakhapatnam,2020-07-28,16:46:31,Video Editing,18
55,navi mumbai,2020-07-28,16:46:31,Video Editing,18
56,ajmer,2020-07-28,16:46:31,Video Editing,18
57,delhi,2020-07-28,16:46:31,Video Editing,18
58,silchar,2020-07-28,16:46:31,Video Editing,18
59,bhilwara,2020-07-28,16:46:31,Video Editing,18
60,jaipur,2020-07-28,16:46:31,Video Editing,18
61,bangalore,2020-07-28,16:46:31,Video Editing,18
62,chennai,2020-07-28,16:46:31,Video Editing,18
63,karkala,2020-07-28,16:46:31,Video Editing,18
64,thrissur ,2020-07-28,16:46:31,Video Editing,18
65,hyderabad ,2020-07-28,16:46:31,Video Editing,18
66,kolkata,2020-07-28,16:46:31,Video Editing,18
67,chennai,2020-07-28,16:46:31,Video Editing,18
68,tiruvalla,2020-07-28,16:46:31,Video Editing,18
69,chennai,2020-07-28,16:46:31,Video Editing,18
70,new delhi,2020-07-28,16:46:31,Video Editing,18
71,thane,2020-07-28,16:46:31,Video Editing,18
72,gurgaon,2020-07-28,16:46:31,Video Editing,18
73,kolkata,2020-07-28,16:46:31,Video Editing,18
74,chennai,2020-07-28,16:46:31,Video Editing,18
75,dhenkanal,2020-07-28,16:46:31,Video Editing,18
76,chhapra,2020-07-28,16:46:31,Video Editing,18
77,madurai ,2020-07-28,16:46:31,Video Editing,19
78,hyderabad,2020-07-28,16:46:31,Video Editing,19
79,kochi,2020-07-28,16:46:31,Video Editing,19
80,ernakulam,2020-07-28,16:46:31,Video Editing,19
81,dhaka,2020-07-28,16:46:31,Video Editing,19
82,trivandrum,2020-07-28,16:46:31,Video Editing,19
83,tezpur,2020-07-28,16:46:31,Video Editing,19
84,chennai,2020-07-28,16:46:31,Video Editing,19
85,dehradoon,2020-07-28,16:46:31,Video Editing,19
86,alappuzha,2020-07-28,16:46:31,Video Editing,19
87,ernakulam,2020-07-28,16:46:31,Video Editing,19
88,guwahati,2020-07-28,16:46:31,Video Editing,19
89,chennai,2020-07-28,16:46:31,Video Editing,19
90,kuchaman city,2020-07-28,16:46:31,Video Editing,19
91,bankura,2020-07-28,16:46:31,Video Editing,19
92,guwahati,2020-07-28,16:46:31,Video Editing,19
93,pune,2020-07-28,16:46:31,Video Editing,19
94,pune,2020-07-28,16:46:31,Video Editing,19
95,roorkee,2020-07-28,16:46:31,Video Editing,19
96,ajmer,2020-07-28,16:46:31,Video Editing,19
97,pune,2020-07-28,16:46:31,Video Editing,19
98,guwahati,2020-07-28,16:46:31,Video Editing,19
99,handewadi road,2020-07-28,16:46:31,Video Editing,19
100,delhi,2020-07-28,16:46:31,Video Editing,19
101,jorhat,2020-07-28,16:46:31,Video Editing,19
102,pune,2020-07-28,16:46:31,Video Editing,19
103,jodhpur,2020-07-28,16:46:31,Video Editing,19
104,vellore,2020-07-28,16:46:31,Video Editing,19
105,jorhat,2020-07-28,16:46:31,Video Editing,19
106,"udaipur, tripura",2020-07-28,16:46:31,Video Editing,19
107,karbi anglong,2020-07-28,16:46:31,Video Editing,19
108,jodhpur ,2020-07-28,16:46:31,Video Editing,19
109,kolar,2020-07-28,16:46:31,Video Editing,19
110,nashik,2020-07-28,16:46:31,Video Editing,19
111,mumbai,2020-07-28,16:46:31,Video Editing,20
112,vishakapatnam,2020-07-28,16:46:31,Video Editing,20
113,mohali,2020-07-28,16:46:31,Video Editing,20
114,bathinda,2020-07-28,16:46:31,Video Editing,20
115,lucknow,2020-07-28,16:46:31,Video Editing,20
116,noida,2020-07-28,16:46:31,Video Editing,20
117,tezpur,2020-07-28,16:46:31,Video Editing,20
118,guwahati,2020-07-28,16:46:31,Video Editing,20
119,meerut ,2020-07-28,16:46:31,Video Editing,20
120,bangalore,2020-07-28,16:46:31,Video Editing,20
121,pune ,2020-07-28,16:46:31,Video Editing,20
122,pune,2020-07-28,16:46:31,Video Editing,21
123,golaghat,2020-07-28,16:46:31,Video Editing,21
124,odisha,2020-07-28,16:46:31,Video Editing,21
125,bharatpur,2020-07-28,16:46:31,Video Editing,21
126,pune,2020-07-28,16:46:31,Video Editing,21
127,ajmer,2020-07-28,16:46:31,Video Editing,21
128,sibsagar,2020-07-28,16:46:31,Video Editing,21
129,burdwan,2020-07-28,16:46:31,Video Editing,21
130,chennai,2020-07-28,16:46:31,Video Editing,21
131,"baidyapur, burdwan",2020-07-28,16:46:31,Video Editing,21
132,pune,2020-07-28,16:46:31,Video Editing,21
133,gaya,2020-07-28,16:46:31,Video Editing,21
134,ajmer,2020-07-28,16:46:31,Video Editing,21
135,dhaka,2020-07-28,16:46:31,Video Editing,21
136,bilasipara,2020-07-28,16:46:31,Video Editing,21
137,koraput,2020-07-28,16:46:31,Video Editing,22
138,pune,2020-07-28,16:46:31,Video Editing,22
139,kopargoan,2020-07-28,16:46:31,Video Editing,22
140,surat,2020-07-28,16:46:31,Video Editing,22
141,pune,2020-07-28,16:46:31,Video Editing,22
142,shahada,2020-07-28,16:46:31,Video Editing,22
143,parbhani,2020-07-28,16:46:31,Video Editing,22
144,pune,2020-07-28,16:46:31,Video Editing,22
145,pune,2020-07-28,16:46:31,Video Editing,22
146,thane,2020-07-28,16:46:31,Video Editing,22
147,aurangabad,2020-07-28,16:46:31,Video Editing,22
148,guwahati,2020-07-28,16:46:31,Video Editing,22
149,samastipur,2020-07-28,16:46:31,Video Editing,22
150,pune,2020-07-28,16:46:31,Video Editing,22
151,visakhapatnam,2020-07-28,16:46:31,Video Editing,22
152,guwahati,2020-07-28,16:46:31,Video Editing,22
153,bangalore,2020-07-28,16:46:31,Video Editing,22
154,mumbai,2020-07-28,16:46:31,Video Editing,22
155,gurgaon,2020-07-28,16:46:31,Video Editing,22
156,mumbai,2020-07-28,16:46:31,Video Editing,23
157,bhubaneswar,2020-07-28,16:46:31,Video Editing,23
158,gangapur city,2020-07-28,16:46:31,Video Editing,23
159,pune,2020-07-28,16:46:31,Video Editing,23
160,nagpur,2020-07-28,16:46:31,Video Editing,23
161,pune,2020-07-28,16:46:31,Video Editing,23
162,mumbai,2020-07-28,16:46:31,Video Editing,23
163,nellore,2020-07-29,16:46:31,Video Editing,0
164,silchar,2020-07-29,16:46:31,Video Editing,0
165,jaipur,2020-07-29,16:46:31,Video Editing,0
166,pune,2020-07-29,16:46:31,Video Editing,0
167,hajipur ,2020-07-29,16:46:31,Video Editing,1
168,durgapur,2020-07-29,16:46:31,Video Editing,1
169,"tezpur, assam",2020-07-29,16:46:31,Video Editing,1
170,bengaluru,2020-07-29,16:46:31,Video Editing,1
171,guwahati,2020-07-29,16:46:31,Video Editing,3
172,pune,2020-07-29,16:46:31,Video Editing,4
173,ballari,2020-07-29,16:46:31,Video Editing,6
174,nalbari,2020-07-29,16:46:31,Video Editing,6
175,gohpur,2020-07-29,16:46:31,Video Editing,7
176,gurgaon,2020-07-29,16:46:31,Video Editing,7
177,buxar,2020-07-29,16:46:31,Video Editing,8
178,jhansi,2020-07-29,16:46:31,Video Editing,9
179,morigaon ,2020-07-29,16:46:31,Video Editing,9
180,pachora,2020-07-29,16:46:31,Video Editing,9
181,guwae,2020-07-29,16:46:31,Video Editing,9
182,vizag,2020-07-29,16:46:31,Video Editing,10
183,golaghat,2020-07-29,16:46:31,Video Editing,10
184,meerut ,2020-07-29,16:46:31,Video Editing,10
185,kekri,2020-07-29,16:46:31,Video Editing,10
186,goa,2020-07-29,16:46:31,Video Editing,10
187,ariyalur,2020-07-29,16:46:31,Video Editing,10
188,bhubaneswar,2020-07-29,16:46:31,Video Editing,10
189,pune,2020-07-29,16:46:31,Video Editing,10
190,guwahati,2020-07-29,16:46:31,Video Editing,10
191,pune,2020-07-29,16:46:31,Video Editing,10
192,pune ,2020-07-29,16:46:31,Video Editing,10
193,pune,2020-07-29,16:46:31,Video Editing,10
194,"wanwarla, pusad",2020-07-29,16:46:31,Video Editing,10
195,yavatamal ,2020-07-29,16:46:31,Video Editing,11
196,udaipur,2020-07-29,16:46:31,Video Editing,11
197,pune,2020-07-29,16:46:31,Video Editing,11
198,malkapur,2020-07-29,16:46:31,Video Editing,11
199,shirdi,2020-07-29,16:46:31,Video Editing,11
200,ranchi,2020-07-29,16:46:31,Video Editing,11
201,guwahati,2020-07-29,16:46:31,Video Editing,11
202,jalgaon,2020-07-29,16:46:31,Video Editing,11
203,"tezpur , assam ",2020-07-29,16:46:31,Video Editing,11
204,pune ,2020-07-29,16:46:31,Video Editing,11
205,pune,2020-07-29,16:46:31,Video Editing,11
206,pune,2020-07-29,16:46:31,Video Editing,11
207,mumbai,2020-07-29,16:46:31,Video Editing,11
208,hyderabad ,2020-07-29,16:46:31,Video Editing,11
209,pune,2020-07-29,16:46:31,Video Editing,11
210,wani,2020-07-29,16:46:31,Video Editing,11
211,wani,2020-07-29,16:46:31,Video Editing,11
212,visakhapatnam ,2020-07-29,16:46:31,Video Editing,11
213,silchar,2020-07-29,16:46:31,Video Editing,11
214,pune,2020-07-29,16:46:31,Video Editing,11
215,arjuni,2020-07-29,16:46:31,Video Editing,12
216,pune,2020-07-29,16:46:31,Video Editing,12
217,jabalpur,2020-07-29,16:46:31,Video Editing,12
218,pune,2020-07-29,16:46:31,Video Editing,12
219,pune,2020-07-29,16:46:31,Video Editing,12
220,guwahati,2020-07-29,16:46:31,Video Editing,12
221,"guwahati, assam",2020-07-29,16:46:31,Video Editing,12
222,mujaffarpur,2020-07-29,16:46:31,Video Editing,12
223,delhi,2020-07-29,16:46:31,Video Editing,12
224,guwahati,2020-07-29,16:46:31,Video Editing,12
225,pune,2020-07-29,16:46:31,Video Editing,12
226,rajnandgaon,2020-07-29,16:46:31,Video Editing,12
227,pune,2020-07-29,16:46:31,Video Editing,13
228,jabalpur,2020-07-29,16:46:31,Video Editing,13
229,ahmedabad ,2020-07-29,16:46:31,Video Editing,13
230,tezpur,2020-07-29,16:46:31,Video Editing,13
231,guwahati ,2020-07-29,16:46:31,Video Editing,13
232,tinsukia,2020-07-29,16:46:31,Video Editing,13
233,hyderabad ,2020-07-29,16:46:31,Video Editing,13
234,chinchwad,2020-07-29,16:46:31,Video Editing,14
235,jalgaon,2020-07-29,16:46:31,Video Editing,14
236,pune,2020-07-29,16:46:31,Video Editing,14
237,bijni,2020-07-29,16:46:31,Video Editing,15
238,pune,2020-07-29,16:46:31,Video Editing,15
239,yavtmal,2020-07-29,16:46:31,Video Editing,15
240,bhilai,2020-07-29,16:46:31,Video Editing,15
241,pune,2020-07-29,16:46:31,Video Editing,16
242,gonda,2020-07-29,16:46:31,Video Editing,16
243,pune,2020-07-29,16:46:31,Video Editing,16
244,nanded,2020-07-29,16:46:31,Video Editing,16
245,hooghly,2020-07-29,16:46:31,Video Editing,16
246,burdwan ,2020-07-29,16:46:31,Video Editing,17
247,bangalore,2020-07-29,16:46:31,Video Editing,17
248,guwahati,2020-07-29,16:46:31,Video Editing,17
249,pune,2020-07-29,16:46:31,Video Editing,18
250,nagaon,2020-07-29,16:46:31,Video Editing,18
251,pune,2020-07-29,16:46:31,Video Editing,18
252,mangalore,2020-07-29,16:46:31,Video Editing,18
253,pune,2020-07-29,16:46:31,Video Editing,19
254,solapur ,2020-07-29,16:46:31,Video Editing,19
255,pune,2020-07-29,16:46:31,Video Editing,19
256,bangalore,2020-07-29,16:46:31,Video Editing,19
257,guwahati,2020-07-29,16:46:31,Video Editing,19
258,silchar,2020-07-29,16:46:31,Video Editing,19
259,nashik,2020-07-29,16:46:31,Video Editing,19
260,silchar,2020-07-29,16:46:31,Video Editing,20
261,gurgaon,2020-07-29,16:46:31,Video Editing,20
262,wani,2020-07-29,16:46:31,Video Editing,20
263,wani,2020-07-29,16:46:31,Video Editing,20
264,mumbai,2020-07-29,16:46:31,Video Editing,20
265,delhi,2020-07-29,16:46:31,Video Editing,21
266,pune ,2020-07-29,16:46:31,Video Editing,21
267,mumbai,2020-07-29,16:46:31,Video Editing,21
268,karbi anglong,2020-07-29,16:46:31,Video Editing,21
269,kolkata ,2020-07-29,16:46:31,Video Editing,21
270,silchar,2020-07-29,16:46:31,Video Editing,21
271,ajmer,2020-07-29,16:46:31,Video Editing,21
272,chikarada (chittorgarh),2020-07-29,16:46:31,Video Editing,21
273,pune,2020-07-29,16:46:31,Video Editing,21
274,bhopal,2020-07-29,16:46:31,Video Editing,21
275,"aurangabad ,bihar",2020-07-29,16:46:31,Video Editing,21
276,hyderabad,2020-07-29,16:46:31,Video Editing,21
277,bangalore,2020-07-29,16:46:31,Video Editing,21
278,bangalore,2020-07-29,16:46:31,Video Editing,21
279,pune,2020-07-29,16:46:31,Video Editing,21
280,guwahati,2020-07-29,16:46:31,Video Editing,22
281,guwahati,2020-07-29,16:46:31,Video Editing,22
282,guwahati ,2020-07-29,16:46:31,Video Editing,22
283,karad,2020-07-29,16:46:31,Video Editing,22
284,delhi,2020-07-29,16:46:31,Video Editing,22
285,chennai,2020-07-29,16:46:31,Video Editing,22
286,dapoli,2020-07-29,16:46:31,Video Editing,22
287,kota,2020-07-29,16:46:31,Video Editing,22
288,kota,2020-07-29,16:46:31,Video Editing,22
289,kota,2020-07-29,16:46:31,Video Editing,22
290,pune,2020-07-29,16:46:31,Video Editing,22
291,mumbai ,2020-07-29,16:46:31,Video Editing,22
292,pune,2020-07-29,16:46:31,Video Editing,22
293,ratlam,2020-07-29,16:46:31,Video Editing,22
294,silchar,2020-07-29,16:46:31,Video Editing,22
295,silchar,2020-07-29,16:46:31,Video Editing,23
296,faridabad,2020-07-29,16:46:31,Video Editing,23
297,udaipur ,2020-07-29,16:46:31,Video Editing,23
298,visakhaptnam,2020-07-29,16:46:31,Video Editing,23
299,tinsukia,2020-07-29,16:46:31,Video Editing,23
300,bongaigaon,2020-07-29,16:46:31,Video Editing,23
301,guwahati,2020-07-29,16:46:31,Video Editing,23
302,pune ,2020-07-29,16:46:31,Video Editing,23
303,hyderabad,2020-07-29,16:46:31,Video Editing,23
304,delhi,2020-07-29,16:46:31,Video Editing,23
305,new delhi,2020-07-29,16:46:31,Video Editing,23
306,kerala,2020-07-29,16:46:31,Video Editing,23
307,nagaon,2020-07-29,16:46:31,Video Editing,23
308,pune,2020-07-29,16:46:31,Video Editing,23
309,jaipur,2020-07-30,16:46:31,Video Editing,0
310,guwahati,2020-07-30,16:46:31,Video Editing,0
311,pune,2020-07-30,16:46:31,Video Editing,0
312,udaipur ,2020-07-30,16:46:31,Video Editing,0
313,delhi,2020-07-30,16:46:31,Video Editing,0
314,jamnagar,2020-07-30,16:46:31,Video Editing,0
315,aligarh,2020-07-30,16:46:31,Video Editing,0
316,pune,2020-07-30,16:46:31,Video Editing,0
317,chennai,2020-07-30,16:46:31,Video Editing,1
318,nagpur ,2020-07-30,16:46:31,Video Editing,1
319,"bareli , distt- raisen",2020-07-30,16:46:31,Video Editing,1
320,ghaziabad,2020-07-30,16:46:31,Video Editing,5
321,chennai,2020-07-30,16:46:31,Video Editing,6
322,kasaragod,2020-07-30,16:46:31,Video Editing,7
323,guwahati,2020-07-30,16:46:31,Video Editing,7
324,chennai,2020-07-30,16:46:31,Video Editing,7
325,hyderabad,2020-07-30,16:46:31,Video Editing,7
326,aurangabad,2020-07-30,16:46:31,Video Editing,8
327,haflong,2020-07-30,16:46:31,Video Editing,9
328,dimapur,2020-07-30,16:46:31,Video Editing,10
329,hoshangabad ,2020-07-30,16:46:31,Video Editing,10
330,bulandshahr,2020-07-30,16:46:31,Video Editing,10
331,mumbai,2020-07-30,16:46:31,Video Editing,11
332,navi mumbai,2020-07-30,16:46:31,Video Editing,11
333,"bongaigaon, assam",2020-07-30,16:46:31,Video Editing,11
334,kolkata,2020-07-30,16:46:31,Video Editing,11
335,karkala,2020-07-30,16:46:31,Video Editing,11
336,pune,2020-07-30,16:46:31,Video Editing,11
337,pune,2020-07-30,16:46:31,Video Editing,11
338,pune,2020-07-30,16:46:31,Video Editing,12
339,"rayagada, odisha.",2020-07-30,16:46:31,Video Editing,12
340,mumbai ,2020-07-30,16:46:31,Video Editing,12
341,pune,2020-07-30,16:46:31,Video Editing,12
342,bhopal,2020-07-30,16:46:31,Video Editing,12
343,kolkata,2020-07-30,16:46:31,Video Editing,12
344,pune,2020-07-30,16:46:31,Video Editing,12
345,nagaon,2020-07-30,16:46:31,Video Editing,13
346,pune,2020-07-30,16:46:31,Video Editing,13
347,gurgaon,2020-07-30,16:46:31,Video Editing,13
348,guwahati,2020-07-30,16:46:31,Video Editing,13
349,nagercoil,2020-07-30,16:46:31,Video Editing,13
350,solapur ,2020-07-30,16:46:31,Video Editing,13
351,anand,2020-07-30,16:46:31,Video Editing,13
352,pune,2020-07-30,16:46:31,Video Editing,13
353,durg,2020-07-30,16:46:31,Video Editing,13
354,pune,2020-07-30,16:46:31,Video Editing,13
355,pune,2020-07-30,16:46:31,Video Editing,13
356,durg,2020-07-30,16:46:31,Video Editing,14
357,mumbai,2020-07-30,16:46:31,Video Editing,15
358,udaipur,2020-07-30,16:46:31,Video Editing,15
359,ahmedabad ,2020-07-30,16:46:31,Video Editing,15
360,udaipur,2020-07-30,16:46:31,Video Editing,15
361,mumbai,2020-07-30,16:46:31,Video Editing,15
362,pune ,2020-07-30,16:46:31,Video Editing,15
363,jodhpur,2020-07-30,16:46:31,Video Editing,15
364,pune ,2020-07-30,16:46:31,Video Editing,16
365,pune,2020-07-30,16:46:31,Video Editing,16
366,pune,2020-07-30,16:46:31,Video Editing,16
367,jodhpur,2020-07-30,16:46:31,Video Editing,17
368,hyderabad,2020-07-30,16:46:31,Video Editing,18
369,guwahati,2020-07-30,16:46:31,Video Editing,18
370,pune ,2020-07-30,16:46:31,Video Editing,18
371,jodhpur,2020-07-30,16:46:31,Video Editing,18
372,new delhi,2020-07-30,16:46:31,Video Editing,19
373,kannur,2020-07-30,16:46:31,Video Editing,19
374,pune,2020-07-30,16:46:31,Video Editing,19
375,sheoganj ,2020-07-30,16:46:31,Video Editing,19
376,solapur ,2020-07-30,16:46:31,Video Editing,19
377,pune,2020-07-30,16:46:31,Video Editing,19
378,moodbidre ,2020-07-30,16:46:31,Video Editing,19
379,jodhpur rajasthan,2020-07-30,16:46:31,Video Editing,20
380,chennai ,2020-07-30,16:46:31,Video Editing,20
381,pune,2020-07-30,16:46:31,Video Editing,20
382,gandhidham,2020-07-30,16:46:31,Video Editing,20
383,kolkata,2020-07-30,16:46:31,Video Editing,20
384,mumbai,2020-07-30,16:46:31,Video Editing,20
385,pune,2020-07-30,16:46:31,Video Editing,21
386,hyderabad,2020-07-30,16:46:31,Video Editing,21
387,dhaka ,2020-07-30,16:46:31,Video Editing,21
388,mumbai,2020-07-30,16:46:31,Video Editing,21
389,bangalore,2020-07-30,16:46:31,Video Editing,22
390,pune,2020-07-30,16:46:31,Video Editing,23
391,pune,2020-07-30,16:46:31,Video Editing,23
392,pune,2020-07-30,16:46:31,Video Editing,23
393,pune,2020-07-30,16:46:31,Video Editing,23
394,pune,2020-07-31,16:46:31,Video Editing,0
395,pune,2020-07-31,16:46:31,Video Editing,0
396,pune,2020-07-31,16:46:31,Video Editing,0
397,pune,2020-07-31,16:46:31,Video Editing,7
398,imphal,2020-07-31,16:46:31,Video Editing,7
399,wardha,2020-07-31,16:46:31,Video Editing,9
400,raipur ,2020-07-31,16:46:31,Video Editing,9
401,jagdalpur baster,2020-07-31,16:46:31,Video Editing,10
402,jeypore,2020-07-31,16:46:31,Video Editing,10
403,delhi,2020-07-31,16:46:31,Video Editing,11
404,pune ,2020-07-31,16:46:31,Video Editing,11
405,pune,2020-07-31,16:46:31,Video Editing,11
406,pune,2020-07-31,16:46:31,Video Editing,11
407,nashik,2020-07-31,16:46:31,Video Editing,11
408,pune,2020-07-31,16:46:31,Video Editing,12
409,chakdaha,2020-07-31,16:46:31,Video Editing,12
410,bangalore,2020-07-31,16:46:31,Video Editing,12
411,pune,2020-07-31,16:46:31,Video Editing,12
412,pune,2020-07-31,16:46:31,Video Editing,12
413,muzzafurpur ,2020-07-31,16:46:31,Video Editing,12
414,hardoi,2020-07-31,16:46:31,Video Editing,12
415,amritsar ,2020-07-31,16:46:31,Video Editing,12
416,ahmedabad ,2020-07-31,16:46:31,Video Editing,12
417,samastipur,2020-07-31,16:46:31,Video Editing,12
418,rasra,2020-07-31,16:46:31,Video Editing,12
419,muzaffarpur,2020-07-31,16:46:31,Video Editing,12
420,samastipur,2020-07-31,16:46:31,Video Editing,12
421,pune,2020-07-31,16:46:31,Video Editing,12
422,darbhanga,2020-07-31,16:46:31,Video Editing,12
423,rayagada,2020-07-31,16:46:31,Video Editing,13
424,patna,2020-07-31,16:46:31,Video Editing,13
425,pune,2020-07-31,16:46:31,Video Editing,13
426,pune,2020-07-31,16:46:31,Video Editing,13
427,samastipur,2020-07-31,16:46:31,Video Editing,13
428,samastipur,2020-07-31,16:46:31,Video Editing,13
429,barh,2020-07-31,16:46:31,Video Editing,13
430,patna,2020-07-31,16:46:31,Video Editing,13
431,darbhanga,2020-07-31,16:46:31,Video Editing,13
432,mumbai,2020-07-31,16:46:31,Video Editing,13
433,new delhi,2020-07-31,16:46:31,Video Editing,13
434,patna,2020-07-31,16:46:31,Video Editing,13
435,samastipur,2020-07-31,16:46:31,Video Editing,13
436,pune,2020-07-31,16:46:31,Video Editing,14
437,samastipur,2020-07-31,16:46:31,Video Editing,14
438,nasriganj,2020-07-31,16:46:31,Video Editing,14
439,patna,2020-07-31,16:46:31,Video Editing,14
440,patna,2020-07-31,16:46:31,Video Editing,14
441,pune,2020-07-31,16:46:31,Video Editing,14
442,indore,2020-07-31,16:46:31,Video Editing,15
443,udupi,2020-07-31,16:46:31,Video Editing,15
444,delhi,2020-07-31,16:46:31,Video Editing,15
445,sitamarhi,2020-07-31,16:46:31,Video Editing,16
446,madhuban,2020-07-31,16:46:31,Video Editing,16
447,vadodara,2020-07-31,16:46:31,Video Editing,17
448,samastip,2020-07-31,16:46:31,Video Editing,17
449,pune,2020-07-31,16:46:31,Video Editing,17
450,"balurghat,south dinajpur",2020-07-31,16:46:31,Video Editing,17
451,madhubani,2020-07-31,16:46:31,Video Editing,18
452,pune ,2020-07-31,16:46:31,Video Editing,18
453,samastipur,2020-07-31,16:46:31,Video Editing,18
454,begusarai,2020-07-31,16:46:31,Video Editing,19
455,nagpur,2020-07-31,16:46:31,Video Editing,21
456,vadodara,2020-07-31,16:46:31,Video Editing,21
457,pune,2020-07-31,16:46:31,Video Editing,22
458,jalgaon,2020-07-31,16:46:31,Video Editing,22
459,"ahmedabad, gujarat",2020-07-31,16:46:31,Video Editing,22
460,ernakulam,2020-08-01,16:46:31,Video Editing,7
461,darbhanga ,2020-08-01,16:46:31,Video Editing,9
462,gopalganj,2020-08-01,16:46:31,Video Editing,9
463,delhi,2020-08-01,16:46:31,Video Editing,10
464,lucknow,2020-08-01,16:46:31,Video Editing,10
465,chennai,2020-08-01,16:46:31,Video Editing,10
466,santrampur,2020-08-01,16:46:31,Video Editing,10
467,sahibganj,2020-08-01,16:46:31,Video Editing,10
468,varanasi,2020-08-01,16:46:31,Video Editing,10
469,mumbai,2020-08-01,16:46:31,Video Editing,10
470,lucknow,2020-08-01,16:46:31,Video Editing,11
471,delhi,2020-08-01,16:46:31,Video Editing,11
472,chennai,2020-08-01,16:46:31,Video Editing,11
473,aligarh,2020-08-01,16:46:31,Video Editing,11
474,nellore,2020-08-01,16:46:31,Video Editing,11
475,chennai,2020-08-01,16:46:31,Video Editing,11
476,shimla,2020-08-01,16:46:31,Video Editing,11
477,nellore,2020-08-01,16:46:31,Video Editing,11
478,vizag,2020-08-01,16:46:31,Video Editing,12
479,bhubaneswar ,2020-08-01,16:46:31,Video Editing,12
480,nellore ,2020-08-01,16:46:31,Video Editing,12
481,pune,2020-08-01,16:46:31,Video Editing,12
482,saharanpur,2020-08-01,16:46:31,Video Editing,12
483,delhi,2020-08-01,16:46:31,Video Editing,13
484,navi mumbai,2020-08-01,16:46:31,Video Editing,13
485,mumbai,2020-08-01,16:46:31,Video Editing,13
486,nellore,2020-08-01,16:46:31,Video Editing,13
487,vellore,2020-08-01,16:46:31,Video Editing,13
488,chennai,2020-08-01,16:46:31,Video Editing,13
489,new delhi,2020-08-01,16:46:31,Video Editing,13
490,chennai,2020-08-01,16:46:31,Video Editing,13
491,dehradun,2020-08-01,16:46:31,Video Editing,13
492,beawar,2020-08-01,16:46:31,Video Editing,13
493,hyderabad,2020-08-01,16:46:31,Video Editing,14
494,gurugram,2020-08-01,16:46:31,Video Editing,14
495,bangalore,2020-08-01,16:46:31,Video Editing,14
496,vellore,2020-08-01,16:46:31,Video Editing,14
497,kanchipuram,2020-08-01,16:46:31,Video Editing,14
498,ambur,2020-08-01,16:46:31,Video Editing,15
499,bangalore ,2020-08-01,16:46:31,Video Editing,15
500,erode,2020-08-01,16:46:31,Video Editing,15
