,City,date,time,masterclass,hour
2743,bangalore,2020-09-07,16:46:31,WhatsApp Marketing,21
2744,nagpur,2020-09-07,16:46:31,WhatsApp Marketing,21
2745,mumbai,2020-09-07,16:46:31,WhatsApp Marketing,21
2746,patna,2020-09-07,16:46:31,WhatsApp Marketing,22
2747,rajam,2020-09-07,16:46:31,WhatsApp Marketing,22
2748,salem,2020-09-07,16:46:31,WhatsApp Marketing,22
2749,palanpur,2020-09-07,16:46:31,WhatsApp Marketing,22
2750,pimpari chinchwad,2020-09-07,16:46:31,WhatsApp Marketing,22
2751,mumbai,2020-09-07,16:46:31,WhatsApp Marketing,22
2752,nashik,2020-09-07,16:46:31,WhatsApp Marketing,22
2753,pune,2020-09-07,16:46:31,WhatsApp Marketing,22
2754,bhusawal,2020-09-07,16:46:31,WhatsApp Marketing,22
2755,nanded,2020-09-07,16:46:31,WhatsApp Marketing,23
2756,bangalore,2020-09-07,16:46:31,WhatsApp Marketing,23
2757,hingoli,2020-09-07,16:46:31,WhatsApp Marketing,23
2758,new delhi,2020-09-07,16:46:31,WhatsApp Marketing,23
2759,haldwani,2020-09-07,16:46:31,WhatsApp Marketing,23
2760,pune ,2020-09-08,16:46:31,WhatsApp Marketing,0
2761,indore,2020-09-08,16:46:31,WhatsApp Marketing,0
2762,kolkata,2020-09-08,16:46:31,WhatsApp Marketing,0
2763,bhopal,2020-09-08,16:46:31,WhatsApp Marketing,0
2764,pimple saudagar,2020-09-08,16:46:31,WhatsApp Marketing,0
2765,thane,2020-09-08,16:46:31,WhatsApp Marketing,0
2766,delhi,2020-09-08,16:46:31,WhatsApp Marketing,0
2767,pune,2020-09-08,16:46:31,WhatsApp Marketing,0
2768,bangalore,2020-09-08,16:46:31,WhatsApp Marketing,1
2769,guwahati,2020-09-08,16:46:31,WhatsApp Marketing,2
2770,nakonde ,2020-09-08,16:46:31,WhatsApp Marketing,3
2771,pune,2020-09-08,16:46:31,WhatsApp Marketing,6
2772,jodhpur,2020-09-08,16:46:31,WhatsApp Marketing,7
2773,siliguri,2020-09-08,16:46:31,WhatsApp Marketing,7
2774,morigaon ,2020-09-08,16:46:31,WhatsApp Marketing,8
2775,mumbai,2020-09-08,16:46:31,WhatsApp Marketing,8
2776,nagpur maharashtra,2020-09-08,16:46:31,WhatsApp Marketing,9
2777,jabalpur,2020-09-08,16:46:31,WhatsApp Marketing,9
2778,pune,2020-09-08,16:46:31,WhatsApp Marketing,9
2779,hyderabad,2020-09-08,16:46:31,WhatsApp Marketing,9
2780,pune,2020-09-08,16:46:31,WhatsApp Marketing,9
2781,bangalore,2020-09-08,16:46:31,WhatsApp Marketing,10
2782,new delhi,2020-09-08,16:46:31,WhatsApp Marketing,10
2783,pune,2020-09-08,16:46:31,WhatsApp Marketing,10
2784,katni,2020-09-08,16:46:31,WhatsApp Marketing,10
2785,parli ,2020-09-08,16:46:31,WhatsApp Marketing,11
2786,"ahmedabad, gujarat",2020-09-08,16:46:31,WhatsApp Marketing,11
2787,ranchi,2020-09-08,16:46:31,WhatsApp Marketing,11
2788,pune,2020-09-08,16:46:31,WhatsApp Marketing,11
2789,pune,2020-09-08,16:46:31,WhatsApp Marketing,11
2790,pune,2020-09-08,16:46:31,WhatsApp Marketing,11
2791,pune,2020-09-08,16:46:31,WhatsApp Marketing,11
2792,pune,2020-09-08,16:46:31,WhatsApp Marketing,11
2793,pune,2020-09-08,16:46:31,WhatsApp Marketing,11
2794,mumbai,2020-09-08,16:46:31,WhatsApp Marketing,11
2795,goa,2020-09-08,16:46:31,WhatsApp Marketing,11
2796,pune,2020-09-08,16:46:31,WhatsApp Marketing,12
2797,moradabad,2020-09-08,16:46:31,WhatsApp Marketing,12
2798,mumbai ,2020-09-08,16:46:31,WhatsApp Marketing,12
2799,pune,2020-09-08,16:46:31,WhatsApp Marketing,12
2800,mumbai,2020-09-08,16:46:31,WhatsApp Marketing,12
2801,bengaluru,2020-09-08,16:46:31,WhatsApp Marketing,13
2802,bhubaneswar,2020-09-08,16:46:31,WhatsApp Marketing,13
2803,hyderabad,2020-09-08,16:46:31,WhatsApp Marketing,13
2804,new delhi,2020-09-08,16:46:31,WhatsApp Marketing,13
2805,bangalore,2020-09-08,16:46:31,WhatsApp Marketing,13
2806,mumbai,2020-09-08,16:46:31,WhatsApp Marketing,13
2807,ahmednagar ,2020-09-08,16:46:31,WhatsApp Marketing,14
2808,pune,2020-09-08,16:46:31,WhatsApp Marketing,14
2809,new delhi ,2020-09-08,16:46:31,WhatsApp Marketing,14
2810,bidar,2020-09-08,16:46:31,WhatsApp Marketing,14
2811,new delhi,2020-09-08,16:46:31,WhatsApp Marketing,14
2812,ranchi ,2020-09-08,16:46:31,WhatsApp Marketing,14
2813,pune,2020-09-08,16:46:31,WhatsApp Marketing,15
2814,pune,2020-09-08,16:46:31,WhatsApp Marketing,15
2815,ahmednagar ,2020-09-08,16:46:31,WhatsApp Marketing,15
2816,gurugram,2020-09-08,16:46:31,WhatsApp Marketing,16
2817,dimapur,2020-09-08,16:46:31,WhatsApp Marketing,16
2818,nagpur,2020-09-08,16:46:31,WhatsApp Marketing,16
2819,faridabad,2020-09-08,16:46:31,WhatsApp Marketing,16
2820,new delhi,2020-09-08,16:46:31,WhatsApp Marketing,17
2821,goalpara,2020-09-08,16:46:31,WhatsApp Marketing,18
2822,bangalore ,2020-09-08,16:46:31,WhatsApp Marketing,18
2823,hyderabad,2020-09-08,16:46:31,WhatsApp Marketing,18
2824,bangalore,2020-09-08,16:46:31,WhatsApp Marketing,18
2825,pathalgaon,2020-09-08,16:46:31,WhatsApp Marketing,19
2826,new delhi,2020-09-08,16:46:31,WhatsApp Marketing,20
2827,nagpur,2020-09-08,16:46:31,WhatsApp Marketing,20
2828,"sudershan park,new delhi",2020-09-08,16:46:31,WhatsApp Marketing,20
2829,pune,2020-09-08,16:46:31,WhatsApp Marketing,21
2830,cirimiri,2020-09-08,16:46:31,WhatsApp Marketing,21
2831,kolkata,2020-09-08,16:46:31,WhatsApp Marketing,21
2832,pune,2020-09-08,16:46:31,WhatsApp Marketing,21
2833,mohali,2020-09-08,16:46:31,WhatsApp Marketing,22
2834,mumbai ,2020-09-08,16:46:31,WhatsApp Marketing,22
2835,nanded,2020-09-08,16:46:31,WhatsApp Marketing,22
2836,guwahati,2020-09-08,16:46:31,WhatsApp Marketing,22
2837,bangalore,2020-09-08,16:46:31,WhatsApp Marketing,23
2838,mumbai,2020-09-08,16:46:31,WhatsApp Marketing,23
2839,lucknow,2020-09-08,16:46:31,WhatsApp Marketing,23
2840,tuljapur,2020-09-09,16:46:31,WhatsApp Marketing,0
2841,new delhi,2020-09-09,16:46:31,WhatsApp Marketing,1
2842,bengaluru,2020-09-09,16:46:31,WhatsApp Marketing,6
2843,pune,2020-09-09,16:46:31,WhatsApp Marketing,9
2844,goa,2020-09-09,16:46:31,WhatsApp Marketing,9
2845,new delhi,2020-09-09,16:46:31,WhatsApp Marketing,9
2846,bangalore,2020-09-09,16:46:31,WhatsApp Marketing,10
2847,bengaluru,2020-09-09,16:46:31,WhatsApp Marketing,12
2848,greater noida,2020-09-09,16:46:31,WhatsApp Marketing,12
2849,burhanpur,2020-09-09,16:46:31,WhatsApp Marketing,13
2850,lunawada,2020-09-09,16:46:31,WhatsApp Marketing,13
2851,latur maharashtra ,2020-09-09,16:46:31,WhatsApp Marketing,13
2852,rewa,2020-09-09,16:46:31,WhatsApp Marketing,17
2853,biharsharif,2020-09-09,16:46:31,WhatsApp Marketing,17
2854,new delhi,2020-09-09,16:46:31,WhatsApp Marketing,17
2855,kalyan,2020-09-09,16:46:31,WhatsApp Marketing,18
2856,gurgaon,2020-09-09,16:46:31,WhatsApp Marketing,18
2857,hyderabad,2020-09-09,16:46:31,WhatsApp Marketing,19
2858,rohtak,2020-09-09,16:46:31,WhatsApp Marketing,20
2859,palampur,2020-09-09,16:46:31,WhatsApp Marketing,20
2860,"v.p.o - mohanpur, distt. - rewari (haryana)",2020-09-09,16:46:31,WhatsApp Marketing,20
2861,delhi,2020-09-09,16:46:31,WhatsApp Marketing,20
2862,khambhat,2020-09-09,16:46:31,WhatsApp Marketing,21
2863,faridabad,2020-09-09,16:46:31,WhatsApp Marketing,21
2864,shani shingnapur,2020-09-09,16:46:31,WhatsApp Marketing,21
2865,bengaluru,2020-09-09,16:46:31,WhatsApp Marketing,21
2866,hyderabad,2020-09-09,16:46:31,WhatsApp Marketing,21
2867,mumbai,2020-09-09,16:46:31,WhatsApp Marketing,22
2868,pune,2020-09-09,16:46:31,WhatsApp Marketing,23
2869,pune,2020-09-09,16:46:31,WhatsApp Marketing,23
2870,saida,2020-09-10,16:46:31,WhatsApp Marketing,3
2871,bangalore,2020-09-10,16:46:31,WhatsApp Marketing,7
2872,karauli,2020-09-10,16:46:31,WhatsApp Marketing,7
2873,chennai,2020-09-10,16:46:31,WhatsApp Marketing,10
2874,delhi ncr,2020-09-10,16:46:31,WhatsApp Marketing,12
2875,guwahati ,2020-09-10,16:46:31,WhatsApp Marketing,12
2876,"amravati, maharashtra ",2020-09-10,16:46:31,WhatsApp Marketing,14
2877,new delhi,2020-09-10,16:46:31,WhatsApp Marketing,14
2878,new delhi,2020-09-10,16:46:31,WhatsApp Marketing,14
2879,delhi,2020-09-10,16:46:31,WhatsApp Marketing,15
2880,mumbai,2020-09-10,16:46:31,WhatsApp Marketing,15
2881,pune,2020-09-10,16:46:31,WhatsApp Marketing,15
2882,secunderabad,2020-09-10,16:46:31,WhatsApp Marketing,17
2883,pune,2020-09-10,16:46:31,WhatsApp Marketing,17
2884,pune,2020-09-10,16:46:31,WhatsApp Marketing,18
2885,new delhi,2020-09-10,16:46:31,WhatsApp Marketing,19
2886,visakhapatnam,2020-09-10,16:46:31,WhatsApp Marketing,21
2887,pune,2020-09-10,16:46:31,WhatsApp Marketing,23
2888,mumbai,2020-09-10,16:46:31,WhatsApp Marketing,23
2889,pune ,2020-09-11,16:46:31,WhatsApp Marketing,8
2890,new delhi,2020-09-11,16:46:31,WhatsApp Marketing,10
2891,vizag,2020-09-11,16:46:31,WhatsApp Marketing,12
2892,nasik,2020-09-11,16:46:31,WhatsApp Marketing,13
2893,visakhapatnam,2020-09-11,16:46:31,WhatsApp Marketing,13
2894,rajkot,2020-09-11,16:46:31,WhatsApp Marketing,14
2895,ahamdnagar,2020-09-11,16:46:31,WhatsApp Marketing,19
2896,jorhat,2020-09-11,16:46:31,WhatsApp Marketing,21
2897,kolding,2020-09-11,16:46:31,WhatsApp Marketing,21
2898,washi,2020-09-12,16:46:31,WhatsApp Marketing,13
2899,godhara,2020-09-12,16:46:31,WhatsApp Marketing,14
2900,delhi,2020-09-12,16:46:31,WhatsApp Marketing,15
2901,delhi,2020-09-12,16:46:31,WhatsApp Marketing,17
2902,chennai,2020-09-12,16:46:31,WhatsApp Marketing,20
2903,kolkata,2020-09-12,16:46:31,WhatsApp Marketing,20
2904,pune,2020-09-12,16:46:31,WhatsApp Marketing,20
2905,pune,2020-09-12,16:46:31,WhatsApp Marketing,20
2906,srimadhopur,2020-09-12,16:46:31,WhatsApp Marketing,20
2907,pune,2020-09-12,16:46:31,WhatsApp Marketing,20
2908,tezpur,2020-09-12,16:46:31,WhatsApp Marketing,20
2909,pune,2020-09-12,16:46:31,WhatsApp Marketing,20
2910,pune,2020-09-12,16:46:31,WhatsApp Marketing,21
2911,pune,2020-09-12,16:46:31,WhatsApp Marketing,21
2912,kolkata,2020-09-12,16:46:31,WhatsApp Marketing,21
2913,allahabad,2020-09-12,16:46:31,WhatsApp Marketing,21
2914,mumbai,2020-09-12,16:46:31,WhatsApp Marketing,21
2915,gurugram,2020-09-12,16:46:31,WhatsApp Marketing,21
2916,pune,2020-09-12,16:46:31,WhatsApp Marketing,21
2917,dewas,2020-09-12,16:46:31,WhatsApp Marketing,21
2918,jodhpur,2020-09-12,16:46:31,WhatsApp Marketing,22
2919,gurgoan,2020-09-12,16:46:31,WhatsApp Marketing,22
2920,bangalore,2020-09-12,16:46:31,WhatsApp Marketing,22
2921,boisar,2020-09-12,16:46:31,WhatsApp Marketing,22
2922,kondagaon,2020-09-12,16:46:31,WhatsApp Marketing,22
2923,allahabad,2020-09-12,16:46:31,WhatsApp Marketing,23
2924,pune,2020-09-12,16:46:31,WhatsApp Marketing,23
2925,katni,2020-09-12,16:46:31,WhatsApp Marketing,23
2926,pune,2020-09-12,16:46:31,WhatsApp Marketing,23
2927,delhi,2020-09-13,16:46:31,WhatsApp Marketing,0
2928,pune,2020-09-13,16:46:31,WhatsApp Marketing,0
2929,silchar,2020-09-13,16:46:31,WhatsApp Marketing,0
2930,pune,2020-09-13,16:46:31,WhatsApp Marketing,0
2931,delhi,2020-09-13,16:46:31,WhatsApp Marketing,1
2932,"nagaon, assam. ",2020-09-13,16:46:31,WhatsApp Marketing,3
2933,singapore ,2020-09-13,16:46:31,WhatsApp Marketing,4
2934,pune,2020-09-13,16:46:31,WhatsApp Marketing,6
2935,pune,2020-09-13,16:46:31,WhatsApp Marketing,7
2936,unknown,2020-09-13,16:46:31,WhatsApp Marketing,7
2937,aurangabad,2020-09-13,16:46:31,WhatsApp Marketing,8
2938,pune,2020-09-13,16:46:31,WhatsApp Marketing,9
2939,"malegaon, nashik",2020-09-13,16:46:31,WhatsApp Marketing,9
2940,mumbai,2020-09-13,16:46:31,WhatsApp Marketing,11
2941,mumbai,2020-09-13,16:46:31,WhatsApp Marketing,11
2942,pune,2020-09-13,16:46:31,WhatsApp Marketing,11
2943,nanded,2020-09-13,16:46:31,WhatsApp Marketing,11
2944,nanded,2020-09-13,16:46:31,WhatsApp Marketing,11
2945,mumbai,2020-09-13,16:46:31,WhatsApp Marketing,12
2946,bidar,2020-09-13,16:46:31,WhatsApp Marketing,12
2947,pune,2020-09-13,16:46:31,WhatsApp Marketing,12
2948,pune,2020-09-13,16:46:31,WhatsApp Marketing,12
2949,pune,2020-09-13,16:46:31,WhatsApp Marketing,12
2950,nagpur,2020-09-13,16:46:31,WhatsApp Marketing,12
2951,hyderabad,2020-09-13,16:46:31,WhatsApp Marketing,13
2952,hyderabad,2020-09-13,16:46:31,WhatsApp Marketing,13
2953,sultanpur ,2020-09-13,16:46:31,WhatsApp Marketing,13
2954,pune,2020-09-13,16:46:31,WhatsApp Marketing,13
2955,pune,2020-09-13,16:46:31,WhatsApp Marketing,13
2956,pune,2020-09-13,16:46:31,WhatsApp Marketing,13
2957,pune,2020-09-13,16:46:31,WhatsApp Marketing,14
2958,pune,2020-09-13,16:46:31,WhatsApp Marketing,14
2959,ichalkaranji,2020-09-13,16:46:31,WhatsApp Marketing,15
